metric_month,account_id,arr_usd,active_flag,seats_purchased,active_seats,feature_adoption_pct,support_tickets,csat_score,renewal_due_in_days
2024-12,ACC-1029,78679.86,1,27,12,0.3501,12,67.83,35
2025-01,ACC-1029,78178.96,1,27,16,0.709,6,69.28,365
2025-02,ACC-1029,75936.06,1,29,24,0.8969,3,88.09,335
2025-03,ACC-1029,80854.62,1,32,24,0.7843,6,69.89,305
2025-04,ACC-1029,85435.57,1,35,29,0.2751,7,83.09,275
2025-05,ACC-1029,86532.9,1,30,12,0.4666,7,69.12,245
2025-06,ACC-1029,89912.14,1,26,22,0.7239,6,73.14,215
2025-07,ACC-1029,85622.31,1,26,19,0.4575,3,77.91,185
2025-08,ACC-1029,81442.76,1,29,12,0.388,3,78.28,155
2025-09,ACC-1029,82445.37,1,26,12,0.6701,4,73.65,125
2025-10,ACC-1029,87098.96,1,30,24,0.4305,8,82.79,95
2025-11,ACC-1029,91120.82,1,30,11,0.8331,0,79.07,65
2025-12,ACC-1029,94895.08,1,34,24,0.633,3,85.13,35
2024-03,ACC-1030,386656.0,1,261,117,0.537,2,74.97,365
2024-04,ACC-1030,368170.04,1,248,92,0.3351,9,61.76,335
2024-05,ACC-1030,349997.35,1,295,118,0.7102,2,74.87,305
2024-06,ACC-1030,332513.86,1,257,131,0.3384,10,74.15,275
2024-07,ACC-1030,344366.48,1,242,138,0.6697,9,76.31,245
2024-08,ACC-1030,339618.34,1,293,174,0.4444,10,73.25,215
2024-09,ACC-1030,319589.31,1,279,230,0.4292,10,71.61,185
2024-10,ACC-1030,315759.03,1,257,104,0.4543,7,77.17,155
2024-11,ACC-1030,323307.33,1,267,109,0.69,8,83.2,125
2024-12,ACC-1030,321945.85,1,245,154,0.5684,1,67.11,95
2025-01,ACC-1030,317374.01,1,226,195,0.2973,6,74.52,65
2025-02,ACC-1030,293496.75,1,260,205,0.677,5,77.77,35
2025-03,ACC-1030,301924.51,1,260,126,0.4666,1,84.51,365
2025-04,ACC-1030,301461.12,1,305,251,0.795,0,77.8,335
2025-05,ACC-1030,299313.56,1,283,178,0.5009,10,74.31,305
2025-06,ACC-1030,276671.91,1,283,227,0.431,7,86.77,275
2025-07,ACC-1030,256598.65,1,233,113,0.6207,8,69.39,245
2025-08,ACC-1030,258605.97,1,304,156,0.5435,1,79.83,215
2025-09,ACC-1030,247872.99,1,263,191,0.687,1,69.95,185
2025-10,ACC-1030,236908.36,1,263,91,0.6141,3,88.9,155
2025-11,ACC-1030,225677.13,1,303,235,0.8857,0,81.16,125
2025-12,ACC-1030,228009.41,1,226,122,0.4145,3,79.08,95
2025-05,ACC-1031,144778.0,1,96,60,0.6396,1,90.24,365
2025-06,ACC-1031,158106.11,1,102,51,0.6001,7,70.37,335
2025-07,ACC-1031,163337.27,1,82,53,0.3915,3,77.01,305
2025-08,ACC-1031,170946.33,1,99,60,0.8542,7,75.96,275
2025-09,ACC-1031,177466.63,1,103,80,0.3714,7,72.94,245
2025-10,ACC-1031,180517.36,1,91,42,0.5324,8,60.92,215
2025-11,ACC-1031,186145.18,1,102,84,0.8263,7,78.94,185
2025-12,ACC-1031,185764.43,1,104,40,0.8004,3,70.01,155
2024-09,ACC-1032,60007.0,1,29,25,0.4899,10,82.52,365
2024-10,ACC-1032,57396.06,1,30,27,0.7173,8,85.65,335
2024-11,ACC-1032,58246.61,1,31,23,0.7609,0,80.96,305
2024-12,ACC-1032,56658.15,1,29,19,0.3845,12,79.33,275
2025-01,ACC-1032,59543.92,1,32,12,0.637,7,79.8,245
2025-02,ACC-1032,59584.64,1,27,10,0.6949,6,84.82,215
2025-03,ACC-1032,56632.05,1,27,13,0.2995,6,68.21,185
2025-04,ACC-1032,55143.32,1,32,17,0.6156,7,63.29,155
2025-05,ACC-1032,55718.38,1,32,20,0.7668,2,87.91,125
2025-06,ACC-1032,56051.59,1,34,19,0.3809,6,74.97,95
2025-07,ACC-1032,58966.02,1,33,27,0.345,11,63.2,65
2025-08,ACC-1032,58189.44,1,26,12,0.492,1,84.05,35
2025-09,ACC-1032,56699.17,1,27,13,0.4003,9,76.51,365
2025-10,ACC-1032,60540.71,1,28,22,0.6161,4,82.7,335
2025-11,ACC-1032,61183.25,1,28,9,0.496,7,84.43,305
2025-12,ACC-1032,61569.79,1,32,11,0.3497,3,87.38,275
2024-10,ACC-1033,709227.0,1,242,86,0.7234,5,65.9,365
2024-11,ACC-1033,768169.98,1,289,169,0.846,8,83.22,335
2024-12,ACC-1033,806525.41,1,276,232,0.3645,10,71.8,305
2025-01,ACC-1033,900747.12,1,268,128,0.8619,3,76.81,275
2025-02,ACC-1033,974991.1,1,267,216,0.8368,4,85.6,245
2025-03,ACC-1033,994991.43,1,278,168,0.46,6,68.94,215
2025-04,ACC-1033,989233.0,1,298,110,0.7553,4,86.96,185
2025-05,ACC-1033,1018167.22,1,289,222,0.2982,9,79.34,155
2025-06,ACC-1033,1111728.46,1,225,206,0.6749,9,64.06,125
2025-07,ACC-1033,1160492.65,1,251,195,0.597,4,83.26,95
2025-08,ACC-1033,1231583.92,1,304,209,0.4407,6,77.04,65
2025-09,ACC-1033,1302366.96,1,291,105,0.8393,6,74.04,35
2025-10,ACC-1033,1458014.63,1,300,213,0.6512,4,71.74,365
2025-11,ACC-1033,1524672.58,1,265,186,0.5772,5,69.68,335
2025-12,ACC-1033,1564808.78,1,266,209,0.38,10,72.74,305
2024-02,ACC-1034,100480.0,1,87,53,0.7854,1,90.67,365
2024-03,ACC-1034,98308.74,1,99,60,0.8467,2,82.91,335
2024-04,ACC-1034,93747.73,1,104,64,0.397,10,70.31,305
2024-05,ACC-1034,88496.14,1,84,54,0.5095,11,73.69,275
2024-06,ACC-1034,84330.98,1,95,77,0.5822,1,69.43,245
2024-07,ACC-1034,86984.43,1,80,67,0.3819,7,84.92,215
2024-08,ACC-1034,86208.23,1,94,41,0.5171,11,75.04,185
2024-09,ACC-1034,86801.47,1,96,34,0.6994,3,79.98,155
2024-10,ACC-1034,91792.25,1,83,46,0.6884,6,72.77,125
2024-11,ACC-1034,86715.34,1,90,63,0.3461,12,58.71,95
2024-12,ACC-1034,82045.81,1,110,55,0.3549,5,75.0,65
2025-01,ACC-1034,81415.81,1,104,96,0.8347,4,83.36,35
2025-02,ACC-1034,77241.68,1,111,92,0.6619,4,69.46,365
2025-03,ACC-1034,76978.08,1,110,52,0.4282,9,63.32,335
2025-04,ACC-1034,72561.96,1,85,48,0.6977,9,76.74,305
2025-05,ACC-1034,74182.4,1,81,58,0.7328,5,73.98,275
2025-06,ACC-1034,74904.57,1,82,43,0.4432,7,64.43,245
2025-07,ACC-1034,72152.69,1,89,47,0.6599,0,88.76,215
2025-08,ACC-1034,71902.27,1,100,80,0.3996,11,68.45,185
2025-09,ACC-1034,76138.79,1,87,72,0.696,8,79.84,155
2025-10,ACC-1034,78385.88,1,90,47,0.4501,2,89.53,125
2025-11,ACC-1034,78076.98,1,111,93,0.3028,8,62.15,95
2025-12,ACC-1034,81522.59,1,95,84,0.7228,3,73.42,65
2024-04,ACC-1035,74919.0,1,26,23,0.4437,5,66.02,365
2024-05,ACC-1035,75338.28,1,30,14,0.7498,6,87.32,335
2024-06,ACC-1035,75336.54,1,33,11,0.4321,3,84.12,305
2024-07,ACC-1035,74948.86,1,34,27,0.8581,6,71.46,275
2024-08,ACC-1035,68709.51,1,27,9,0.5289,6,71.22,245
2024-09,ACC-1035,61873.69,1,30,21,0.6381,1,84.64,215
2024-10,ACC-1035,61836.69,1,31,18,0.4558,10,75.88,185
2024-11,ACC-1035,55681.26,1,31,18,0.3581,4,81.92,155
2024-12,ACC-1035,56728.57,1,27,18,0.3199,8,79.0,125
2025-01,ACC-1035,51077.56,1,31,28,0.722,2,67.35,95
2025-02,ACC-1035,46942.58,1,33,23,0.371,8,68.41,65
2025-03,ACC-1035,47816.26,1,31,15,0.616,9,68.92,35
2025-04,ACC-1035,44220.64,1,28,9,0.4273,7,75.33,365
2025-05,ACC-1035,40712.91,1,35,32,0.8741,0,71.59,335
2025-06,ACC-1035,40037.04,1,29,16,0.6937,5,75.17,305
2025-07,ACC-1035,39546.64,1,34,17,0.5233,3,70.85,275
2025-08,ACC-1035,36470.75,1,33,25,0.6501,6,76.45,245
2025-09,ACC-1035,36931.33,1,26,16,0.2891,7,65.93,215
2025-10,ACC-1035,33267.86,1,28,15,0.3181,5,64.86,185
2025-11,ACC-1035,0.0,0,32,0,0.0,0,0.0,155
2024-09,ACC-1036,669530.0,1,226,113,0.8343,4,66.54,365
2024-10,ACC-1036,681652.63,1,259,90,0.6877,3,84.86,335
2024-11,ACC-1036,674551.14,1,248,155,0.5964,4,67.46,305
2024-12,ACC-1036,673746.24,1,301,264,0.4851,6,69.31,275
2025-01,ACC-1036,686870.23,1,303,193,0.8207,6,80.82,245
2025-02,ACC-1036,712076.01,1,254,130,0.5905,3,70.77,215
2025-03,ACC-1036,733185.54,1,289,152,0.3194,3,75.53,185
2025-04,ACC-1036,730239.52,1,262,183,0.3106,10,73.93,155
2025-05,ACC-1036,688835.75,1,306,169,0.6751,8,67.42,125
2025-06,ACC-1036,640646.42,1,290,183,0.5424,2,82.93,95
2025-07,ACC-1036,0.0,0,306,0,0.0,0,0.0,65
2024-11,ACC-1037,109041.0,1,87,35,0.5902,9,82.93,365
2024-12,ACC-1037,101309.26,1,105,73,0.3989,6,77.51,335
2025-01,ACC-1037,101926.32,1,81,61,0.306,11,64.17,305
2025-02,ACC-1037,91981.43,1,107,81,0.5018,9,84.33,275
2025-03,ACC-1037,89699.81,1,100,58,0.4009,5,74.69,245
2025-04,ACC-1037,80411.42,1,93,68,0.4517,6,66.2,215
2025-05,ACC-1037,74699.96,1,93,85,0.779,2,79.23,185
2025-06,ACC-1037,73403.06,1,108,97,0.2799,9,70.82,155
2025-07,ACC-1037,68056.65,1,93,84,0.8043,2,80.31,125
2025-08,ACC-1037,64261.93,1,85,71,0.5138,3,75.73,95
2025-09,ACC-1037,63366.03,1,107,61,0.633,8,76.75,65
2025-10,ACC-1037,63249.1,1,103,67,0.3407,4,84.63,35
2025-11,ACC-1037,64254.71,1,92,66,0.54,9,85.74,365
2025-12,ACC-1037,58093.38,1,85,57,0.6387,3,85.15,335
2024-04,ACC-1038,45076.0,1,33,26,0.3215,6,79.34,365
2024-05,ACC-1038,49994.53,1,27,23,0.7946,0,89.7,335
2024-06,ACC-1038,57006.21,1,31,21,0.715,3,69.57,305
2024-07,ACC-1038,59610.2,1,29,17,0.4026,3,70.36,275
2024-08,ACC-1038,65236.89,1,25,9,0.5938,1,72.08,245
2024-09,ACC-1038,71700.03,1,25,18,0.8063,4,88.71,215
2024-10,ACC-1038,82389.49,1,32,30,0.6185,4,67.48,185
2024-11,ACC-1038,85856.34,1,31,24,0.2981,3,89.03,155
2024-12,ACC-1038,98769.25,1,33,19,0.8781,4,79.94,125
2025-01,ACC-1038,114444.12,1,30,17,0.4858,6,88.04,95
2025-02,ACC-1038,131494.83,1,29,12,0.6696,3,72.31,65
2025-03,ACC-1038,136514.49,1,27,12,0.381,2,82.7,35
2025-04,ACC-1038,155596.63,1,28,22,0.2981,7,78.25,365
2025-05,ACC-1038,177106.57,1,31,13,0.8169,7,70.08,335
2025-06,ACC-1038,193088.57,1,30,25,0.7966,0,87.56,305
2025-07,ACC-1038,207847.85,1,31,22,0.5385,1,90.02,275
2025-08,ACC-1038,230762.06,1,27,22,0.9121,0,92.01,245
2025-09,ACC-1038,247207.24,1,26,13,0.7052,1,82.8,215
2025-10,ACC-1038,285712.94,1,34,16,0.7434,6,70.46,185
2025-11,ACC-1038,308206.59,1,27,13,0.8261,6,77.02,155
2025-12,ACC-1038,344780.72,1,30,18,0.3355,4,90.75,125
2024-02,ACC-1039,559418.0,1,235,169,0.5118,9,65.76,365
2024-03,ACC-1039,522917.63,1,249,157,0.6636,0,88.5,335
2024-04,ACC-1039,542702.11,1,268,134,0.6615,5,68.97,305
2024-05,ACC-1039,502386.37,1,268,95,0.7294,7,87.64,275
2024-06,ACC-1039,505909.77,1,228,124,0.4347,10,75.84,245
2024-07,ACC-1039,496668.06,1,243,187,0.5219,9,69.48,215
2024-08,ACC-1039,465870.13,1,250,151,0.7672,0,82.85,185
2024-09,ACC-1039,479540.41,1,260,232,0.7182,6,80.71,155
2024-10,ACC-1039,475345.36,1,273,170,0.7843,0,84.15,125
2024-11,ACC-1039,444093.61,1,254,188,0.7813,1,81.6,95
2024-12,ACC-1039,464844.12,1,280,136,0.7491,6,81.26,65
2025-01,ACC-1039,440364.84,1,294,267,0.6841,2,85.87,35
2025-02,ACC-1039,460378.45,1,294,126,0.293,10,68.75,365
2025-03,ACC-1039,440229.98,1,247,126,0.7805,1,79.03,335
2025-04,ACC-1039,434846.11,1,279,144,0.497,2,81.13,305
2025-05,ACC-1039,431333.61,1,292,150,0.5363,6,64.22,275
2025-06,ACC-1039,406407.45,1,235,91,0.3874,9,84.13,245
2025-07,ACC-1039,406925.51,1,267,162,0.8695,2,73.63,215
2025-08,ACC-1039,417656.95,1,260,186,0.91,3,75.37,185
2025-09,ACC-1039,399407.44,1,226,86,0.9111,0,75.72,155
2025-10,ACC-1039,397946.01,1,294,132,0.4803,1,84.53,125
2025-11,ACC-1039,417115.14,1,233,169,0.3233,11,80.82,95
2025-12,ACC-1039,405143.02,1,267,114,0.7176,8,79.99,65
2024-12,ACC-1040,215575.0,1,87,66,0.837,1,82.26,365
2025-01,ACC-1040,214599.11,1,91,36,0.3106,12,71.2,335
2025-02,ACC-1040,233439.2,1,102,82,0.6647,1,79.1,305
2025-03,ACC-1040,232602.35,1,92,74,0.3507,4,90.48,275
2025-04,ACC-1040,258383.83,1,95,57,0.7489,4,74.96,245
2025-05,ACC-1040,261363.95,1,84,40,0.6219,0,84.08,215
2025-06,ACC-1040,271431.2,1,104,55,0.6626,1,93.29,185
2025-07,ACC-1040,298835.13,1,93,86,0.7177,1,79.41,155
2025-08,ACC-1040,329290.71,1,93,82,0.6485,1,90.95,125
2025-09,ACC-1040,358210.92,1,106,73,0.6006,9,75.21,95
2025-10,ACC-1040,391627.44,1,105,83,0.6975,3,65.85,65
2025-11,ACC-1040,402731.73,1,100,53,0.2929,9,67.87,35
2025-12,ACC-1040,441991.95,1,96,73,0.9043,5,88.89,365
2024-02,ACC-1041,35974.0,1,31,11,0.4206,11,78.48,365
2024-03,ACC-1041,36508.7,1,27,21,0.7097,0,74.09,335
2024-04,ACC-1041,40340.03,1,26,16,0.3582,7,76.23,305
2024-05,ACC-1041,40959.48,1,32,13,0.8548,0,89.75,275
2024-06,ACC-1041,45741.0,1,29,15,0.4263,8,82.15,245
2024-07,ACC-1041,46869.38,1,25,10,0.3309,5,68.19,215
2024-08,ACC-1041,48595.12,1,34,13,0.3667,8,79.36,185
2024-09,ACC-1041,54153.18,1,32,27,0.3719,11,70.32,155
2024-10,ACC-1041,59967.31,1,32,25,0.3554,12,61.35,125
2024-11,ACC-1041,65462.23,1,27,21,0.3034,6,68.2,95
2024-12,ACC-1041,65210.03,1,28,12,0.8508,3,71.74,65
2025-01,ACC-1041,65350.95,1,35,22,0.3219,5,77.58,35
2025-02,ACC-1041,71542.58,1,31,12,0.5186,2,68.86,365
2025-03,ACC-1041,76435.28,1,29,17,0.4249,8,63.02,335
2025-04,ACC-1041,76369.32,1,29,18,0.4195,6,77.7,305
2025-05,ACC-1041,81146.51,1,34,18,0.3184,7,65.38,275
2025-06,ACC-1041,87307.37,1,26,12,0.83,0,90.35,245
2025-07,ACC-1041,87627.61,1,29,19,0.7884,3,78.29,215
2025-08,ACC-1041,87683.6,1,34,21,0.52,10,68.85,185
2025-09,ACC-1041,88963.98,1,29,21,0.88,4,75.62,155
2025-10,ACC-1041,92193.48,1,27,19,0.5752,3,74.12,125
2025-11,ACC-1041,93242.6,1,32,12,0.747,1,88.52,95
2025-12,ACC-1041,99145.43,1,25,18,0.8501,2,86.38,65
2024-08,ACC-1042,590888.0,1,273,99,0.8302,0,92.21,365
2024-09,ACC-1042,613094.54,1,253,131,0.8128,5,64.66,335
2024-10,ACC-1042,664389.14,1,234,176,0.4542,4,84.89,305
2024-11,ACC-1042,685883.6,1,289,247,0.3828,3,78.01,275
2024-12,ACC-1042,768117.66,1,230,213,0.4332,10,63.84,245
2025-01,ACC-1042,816884.37,1,294,279,0.4683,11,84.66,215
2025-02,ACC-1042,871174.33,1,243,165,0.2903,12,64.0,185
2025-03,ACC-1042,920680.79,1,294,153,0.2978,5,72.54,155
2025-04,ACC-1042,948565.12,1,243,104,0.7573,3,68.73,125
2025-05,ACC-1042,1068179.22,1,234,143,0.7924,5,89.51,95
2025-06,ACC-1042,1164431.76,1,226,212,0.6022,3,72.29,65
2025-07,ACC-1042,1204265.7,1,291,153,0.6913,4,69.04,35
2025-08,ACC-1042,1328803.12,1,271,135,0.7141,4,74.38,365
2025-09,ACC-1042,1463967.09,1,245,141,0.7668,3,85.64,335
2025-10,ACC-1042,1601011.59,1,283,186,0.6403,4,79.95,305
2025-11,ACC-1042,1774081.36,1,287,177,0.604,2,67.45,275
2025-12,ACC-1042,1879649.65,1,305,209,0.4579,9,69.65,245
2025-04,ACC-1043,88016.0,1,104,73,0.8766,0,71.41,365
2025-05,ACC-1043,84852.26,1,85,62,0.4736,7,79.07,335
2025-06,ACC-1043,76751.9,1,100,49,0.4416,7,62.95,305
2025-07,ACC-1043,74757.36,1,89,68,0.4678,9,84.51,275
2025-08,ACC-1043,68790.25,1,105,88,0.4431,5,64.46,245
2025-09,ACC-1043,66690.38,1,106,74,0.8152,0,70.78,215
2025-10,ACC-1043,64823.31,1,88,71,0.8527,0,92.25,185
2025-11,ACC-1043,61342.23,1,100,62,0.3902,8,63.12,155
2025-12,ACC-1043,63420.09,1,97,56,0.5252,9,76.02,125
2025-05,ACC-1044,56506.0,1,30,12,0.6489,8,79.72,365
2025-06,ACC-1044,58776.74,1,29,21,0.6689,4,74.62,335
2025-07,ACC-1044,61540.84,1,34,30,0.5143,2,89.92,305
2025-08,ACC-1044,60237.4,1,31,28,0.8661,0,94.19,275
2025-09,ACC-1044,60173.82,1,26,23,0.3613,11,68.87,245
2025-10,ACC-1044,59200.24,1,31,20,0.89,2,75.05,215
2025-11,ACC-1044,58514.07,1,31,19,0.8158,4,68.36,185
2025-12,ACC-1044,54437.88,1,26,18,0.9086,0,68.76,155
2024-02,ACC-1045,326867.0,1,238,206,0.3239,5,83.58,365
2024-03,ACC-1045,346178.35,1,287,237,0.6349,6,72.77,335
2024-04,ACC-1045,348509.0,1,226,175,0.5998,1,86.32,305
2024-05,ACC-1045,352823.24,1,235,194,0.6726,5,66.31,275
2024-06,ACC-1045,384322.88,1,286,182,0.4781,8,63.37,245
2024-07,ACC-1045,388892.26,1,299,141,0.5535,8,83.83,215
2024-08,ACC-1045,387553.87,1,274,190,0.837,1,76.46,185
2024-09,ACC-1045,423106.05,1,306,141,0.8648,7,63.01,155
2024-10,ACC-1045,426362.27,1,240,108,0.4194,4,82.83,125
2024-11,ACC-1045,420572.7,1,296,200,0.2845,3,82.02,95
2024-12,ACC-1045,456340.69,1,298,266,0.7426,0,82.72,65
2025-01,ACC-1045,461980.46,1,301,113,0.3586,9,81.02,35
2025-02,ACC-1045,468694.7,1,234,211,0.7907,7,77.34,365
2025-03,ACC-1045,492734.73,1,238,132,0.329,3,66.65,335
2025-04,ACC-1045,492771.61,1,249,149,0.2881,10,70.12,305
2025-05,ACC-1045,540411.74,1,229,150,0.4394,6,76.56,275
2025-06,ACC-1045,584970.55,1,296,247,0.5165,10,66.4,245
2025-07,ACC-1045,649216.79,1,279,237,0.4069,3,69.59,215
2025-08,ACC-1045,711322.01,1,264,155,0.557,3,75.68,185
2025-09,ACC-1045,780359.85,1,273,152,0.551,3,74.98,155
2025-10,ACC-1045,846044.99,1,271,160,0.9069,0,81.71,125
2025-11,ACC-1045,928281.02,1,234,217,0.4847,8,61.86,95
2025-12,ACC-1045,1001166.51,1,296,181,0.899,1,74.99,65
2025-06,ACC-1046,68722.0,1,104,82,0.6269,5,66.11,365
2025-07,ACC-1046,73644.42,1,81,52,0.4329,10,60.22,335
2025-08,ACC-1046,78779.95,1,93,56,0.8807,3,75.82,305
2025-09,ACC-1046,83586.68,1,99,67,0.5297,8,68.49,275
2025-10,ACC-1046,85317.59,1,93,49,0.8216,1,83.56,245
2025-11,ACC-1046,85617.55,1,108,57,0.9099,0,94.27,215
2025-12,ACC-1046,94699.35,1,90,62,0.8643,0,88.97,185
2024-05,ACC-1047,25966.0,1,34,29,0.5361,9,66.67,365
2024-06,ACC-1047,25557.82,1,34,26,0.5554,7,74.76,335
2024-07,ACC-1047,26251.77,1,34,31,0.5191,8,72.45,305
2024-08,ACC-1047,25474.69,1,30,19,0.6959,2,82.09,275
2024-09,ACC-1047,25966.37,1,31,21,0.5809,1,67.99,245
2024-10,ACC-1047,26499.92,1,27,10,0.6173,7,65.35,215
2024-11,ACC-1047,25744.06,1,34,18,0.4885,10,81.87,185
2024-12,ACC-1047,24511.86,1,27,18,0.4704,4,75.98,155
2025-01,ACC-1047,24956.94,1,31,11,0.4377,3,80.11,125
2025-02,ACC-1047,23517.52,1,31,22,0.4336,8,65.05,95
2025-03,ACC-1047,24298.36,1,30,20,0.8841,4,66.82,65
2025-04,ACC-1047,23556.0,1,31,12,0.8894,0,86.37,35
2025-05,ACC-1047,24408.49,1,29,26,0.5978,2,89.41,365
2025-06,ACC-1047,24218.53,1,29,15,0.3743,5,73.15,335
2025-07,ACC-1047,24060.37,1,26,18,0.5248,8,77.49,305
2025-08,ACC-1047,24955.03,1,29,12,0.4341,5,77.08,275
2025-09,ACC-1047,25014.36,1,30,11,0.837,0,69.14,245
2025-10,ACC-1047,25843.42,1,29,10,0.6792,7,78.47,215
2025-11,ACC-1047,25994.99,1,32,16,0.8848,0,69.1,185
2025-12,ACC-1047,23939.31,1,35,17,0.4821,6,63.21,155
2025-03,ACC-1048,314550.0,1,254,151,0.3577,3,70.85,365
2025-04,ACC-1048,346936.26,1,241,128,0.8961,2,77.4,335
2025-05,ACC-1048,348521.18,1,270,134,0.4161,10,79.87,305
2025-06,ACC-1048,351816.0,1,223,136,0.4318,11,71.01,275
2025-07,ACC-1048,354473.45,1,243,114,0.45,4,81.11,245
2025-08,ACC-1048,353215.73,1,263,127,0.7853,0,79.31,215
2025-09,ACC-1048,391213.38,1,252,169,0.6226,6,82.53,185
2025-10,ACC-1048,388202.0,1,289,180,0.4851,11,66.0,155
2025-11,ACC-1048,385641.51,1,257,190,0.3117,5,67.79,125
2025-12,ACC-1048,395032.71,1,221,184,0.8344,0,69.51,95
2024-10,ACC-1049,166330.0,1,103,73,0.2877,5,87.2,365
2024-11,ACC-1049,170895.12,1,90,49,0.6383,8,72.4,335
2024-12,ACC-1049,166584.64,1,92,43,0.783,3,74.03,305
2025-01,ACC-1049,162767.81,1,91,42,0.4047,12,77.54,275
2025-02,ACC-1049,159525.1,1,109,49,0.5449,8,81.29,245
2025-03,ACC-1049,162505.45,1,81,46,0.7281,7,67.68,215
2025-04,ACC-1049,167099.14,1,85,62,0.4848,3,78.0,185
2025-05,ACC-1049,162797.07,1,86,35,0.6457,6,76.47,155
2025-06,ACC-1049,161676.06,1,100,88,0.5532,5,89.44,125
2025-07,ACC-1049,170707.66,1,105,50,0.5994,7,84.5,95
2025-08,ACC-1049,169215.42,1,111,75,0.7188,7,80.36,65
2025-09,ACC-1049,166692.57,1,109,62,0.3419,11,66.94,35
2025-10,ACC-1049,160784.43,1,93,85,0.9036,4,82.08,365
2025-11,ACC-1049,153412.26,1,110,47,0.2771,5,65.54,335
2025-12,ACC-1049,151812.24,1,109,63,0.6683,1,83.61,305
2024-12,ACC-1050,33793.0,1,25,10,0.3333,10,67.0,365
2025-01,ACC-1050,33774.37,1,33,30,0.5565,4,78.58,335
2025-02,ACC-1050,33910.64,1,31,28,0.4091,8,66.8,305
2025-03,ACC-1050,34664.9,1,31,20,0.8285,4,88.28,275
2025-04,ACC-1050,32700.33,1,25,19,0.6321,8,70.55,245
2025-05,ACC-1050,34392.47,1,27,17,0.387,4,87.61,215
2025-06,ACC-1050,33674.7,1,27,17,0.755,1,69.63,185
2025-07,ACC-1050,31983.97,1,26,13,0.634,1,75.72,155
2025-08,ACC-1050,31076.22,1,35,18,0.4814,7,83.06,125
2025-09,ACC-1050,30859.35,1,30,19,0.5782,6,79.28,95
2025-10,ACC-1050,32132.19,1,35,14,0.8302,7,70.95,65
2025-11,ACC-1050,33452.35,1,27,16,0.8142,2,87.26,35
2025-12,ACC-1050,33088.83,1,26,18,0.7251,5,75.83,365
2024-05,ACC-1051,543251.0,1,223,169,0.3408,7,69.92,365
2024-06,ACC-1051,570695.91,1,257,211,0.8206,5,76.98,335
2024-07,ACC-1051,617802.13,1,304,227,0.5352,3,89.94,305
2024-08,ACC-1051,633468.65,1,305,278,0.8036,6,67.6,275
2024-09,ACC-1051,679783.14,1,276,228,0.3854,8,66.2,245
2024-10,ACC-1051,690966.65,1,280,103,0.4553,4,69.67,215
2024-11,ACC-1051,709642.13,1,237,110,0.8047,4,64.96,185
2024-12,ACC-1051,763646.01,1,225,197,0.8176,0,81.24,155
2025-01,ACC-1051,803720.9,1,222,91,0.4432,3,70.97,125
2025-02,ACC-1051,878332.87,1,268,125,0.4755,4,87.89,95
2025-03,ACC-1051,909805.33,1,272,238,0.8546,0,69.62,65
2025-04,ACC-1051,977170.6,1,285,143,0.3494,12,82.95,35
2025-05,ACC-1051,994012.35,1,249,222,0.3313,4,70.34,365
2025-06,ACC-1051,1061397.04,1,274,146,0.638,6,72.03,335
2025-07,ACC-1051,1112753.64,1,256,158,0.7178,8,86.76,305
2025-08,ACC-1051,1207242.86,1,279,127,0.8905,0,80.68,275
2025-09,ACC-1051,1273069.42,1,262,224,0.3529,3,66.45,245
2025-10,ACC-1051,1356219.65,1,259,188,0.3217,12,70.82,215
2025-11,ACC-1051,1377487.31,1,306,197,0.8139,3,86.09,185
2025-12,ACC-1051,1374956.93,1,242,214,0.485,2,69.75,155
2024-08,ACC-1052,177299.0,1,90,73,0.8491,2,79.04,365
2024-09,ACC-1052,186513.13,1,90,53,0.3473,12,73.6,335
2024-10,ACC-1052,181206.23,1,104,79,0.7668,0,90.41,305
2024-11,ACC-1052,179848.63,1,103,74,0.6162,4,82.06,275
2024-12,ACC-1052,177791.43,1,108,61,0.771,2,80.23,245
2025-01,ACC-1052,187128.11,1,99,36,0.6304,3,76.49,215
2025-02,ACC-1052,180595.9,1,84,51,0.4688,10,81.56,185
2025-03,ACC-1052,184429.83,1,96,53,0.8062,0,70.0,155
2025-04,ACC-1052,187278.57,1,83,64,0.4022,5,68.69,125
2025-05,ACC-1052,201546.18,1,99,43,0.3353,5,79.4,95
2025-06,ACC-1052,209460.16,1,103,85,0.3257,4,88.29,65
2025-07,ACC-1052,209785.87,1,110,97,0.6951,8,71.38,35
2025-08,ACC-1052,220839.07,1,106,74,0.8091,6,77.17,365
2025-09,ACC-1052,213137.38,1,103,85,0.5635,8,81.96,335
2025-10,ACC-1052,205774.76,1,101,72,0.8316,0,80.47,305
2025-11,ACC-1052,203861.56,1,111,72,0.8152,7,62.84,275
2025-12,ACC-1052,199459.54,1,99,59,0.7607,2,69.16,245
2024-02,ACC-1053,26091.0,1,35,27,0.9068,4,69.67,365
2024-03,ACC-1053,29584.7,1,29,14,0.4695,3,77.08,335
2024-04,ACC-1053,34327.13,1,31,25,0.8319,4,82.59,305
2024-05,ACC-1053,38986.96,1,30,11,0.8722,7,78.28,275
2024-06,ACC-1053,42731.99,1,30,22,0.7162,4,88.42,245
2024-07,ACC-1053,0.0,0,32,0,0.0,0,0.0,215
2025-08,ACC-1054,246869.0,1,239,153,0.727,1,82.84,365
